,Course Code,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (grade),Scholarship holder,Debtor,Previous qualification (grade),Gender,Attendance,Marital status,Tuition fees up to date,Target,CGPA,DropOff_Rate,Appreciation_Rate
2166,9500,18,0,14.962857142857144,0,14.962857142857144,yes,no,148.0,male,present,single,yes,Graduate,4.156349206349207,0.0,0.0
2168,9500,18,0,12.4,0,12.8,no,no,131.0,male,present,single,yes,Graduate,3.5000000000000004,0.0,0.4
2169,9670,20,0,15.571428571428571,0,17.166666666666668,no,no,145.0,male,present,single,yes,Graduate,4.5469576719576725,0.0,1.6
2170,9500,19,0,13.714285714285714,0,13.714285714285714,no,no,133.1,male,present,single,yes,Graduate,3.8095238095238093,0.0,0.0
2171,9085,21,2,13.142857142857142,0,12.166666666666666,no,no,140.0,male,present,single,yes,Graduate,3.51521164021164,0.98,0.0
2174,9238,20,8,12.0,6,12.75,yes,no,120.0,male,present,single,yes,Graduate,3.4375,0.0,0.75
2176,9070,18,0,15.166666666666666,0,14.166666666666666,no,no,167.0,male,present,single,yes,Graduate,4.0740740740740735,1.0,0.0
2178,9500,18,0,13.642857142857142,0,14.772727272727272,no,no,147.0,male,present,single,yes,Graduate,3.9466089466089462,0.0,1.13
2179,9773,19,0,12.666666666666666,0,12.714285714285714,no,no,129.0,male,present,single,yes,Graduate,3.525132275132275,0.0,0.05
2181,9238,18,0,10.8,0,10.5,yes,no,128.0,male,present,single,yes,Graduate,2.9583333333333335,0.3,0.0
2182,9500,19,0,14.25,0,13.063636363636364,yes,no,140.0,male,present,single,yes,Graduate,3.793560606060606,1.19,0.0
2183,9853,20,6,12.153846153846152,5,12.9,no,no,141.0,male,present,single,yes,Dropout,3.4797008547008543,0.0,0.75
2187,9500,18,0,13.40375,0,13.40375,yes,no,140.0,male,present,single,yes,Graduate,3.723263888888889,0.0,0.0
2189,9773,20,0,12.2,0,12.333333333333334,no,yes,137.0,female,present,single,yes,Dropout,3.407407407407407,0.0,0.13
2204,9070,18,0,13.2,0,11.8,no,no,143.0,female,present,single,yes,Graduate,3.4722222222222223,1.4,0.0
2210,9500,18,0,13.1,0,13.1,no,no,149.0,female,present,single,yes,Graduate,3.638888888888889,0.0,0.0
2211,9070,19,0,13.5,0,13.166666666666666,no,no,124.0,female,present,single,yes,Graduate,3.7037037037037033,0.33,0.0
2214,9003,21,0,15.285714285714286,0,15.166666666666666,no,yes,170.0,female,present,single,yes,Graduate,4.229497354497354,0.12,0.0
2218,9773,25,0,14.666666666666666,0,13.5,no,no,140.0,female,present,single,yes,Graduate,3.9120370370370368,1.17,0.0
2219,9070,22,0,14.666666666666666,0,14.666666666666666,no,no,130.0,female,present,single,yes,Graduate,4.0740740740740735,0.0,0.0
2220,9500,24,0,12.742857142857144,0,12.742857142857144,no,no,130.0,female,present,single,yes,Graduate,3.53968253968254,0.0,0.0
2221,9500,19,0,11.975,0,13.12857142857143,no,no,99.0,female,present,single,yes,Graduate,3.486607142857143,0.0,1.15
2224,9500,19,0,14.935714285714283,0,14.935714285714283,yes,no,132.0,female,present,single,yes,Graduate,4.148809523809523,0.0,0.0
2226,9670,19,0,13.333333333333334,0,13.0,no,no,116.0,female,present,single,yes,Graduate,3.6574074074074074,0.33,0.0
2240,9254,28,0,13.0,0,12.2,no,no,150.0,female,present,single,yes,Graduate,3.5,0.8,0.0
2243,9500,18,0,13.462857142857144,0,13.90625,yes,no,133.0,female,present,single,yes,Graduate,3.8012648809523815,0.0,0.44
2245,9238,21,0,12.333333333333334,0,13.666666666666666,no,no,129.0,female,present,single,yes,Graduate,3.611111111111111,0.0,1.33
2251,171,25,9,11.454545454545457,5,12.25,no,no,122.0,female,present,single,yes,Dropout,3.29229797979798,0.0,0.8
2252,9085,27,8,13.5,5,14.4,no,yes,140.0,female,present,single,yes,Dropout,3.8749999999999996,0.0,0.9
2255,9254,54,0,13.714285714285714,0,14.333333333333334,no,no,133.1,female,present,single,yes,Dropout,3.8955026455026456,0.0,0.62
2259,8014,41,1,12.857142857142858,0,13.166666666666666,no,no,133.1,female,absent,married,yes,Graduate,3.6144179894179898,0.0,0.31
2263,9003,28,5,15.090909090909092,5,15.0,no,yes,130.0,female,present,single,no,Dropout,4.17929292929293,0.09,0.0
2271,9070,23,0,13.333333333333334,0,12.8,yes,no,133.1,female,present,single,yes,Graduate,3.6296296296296293,0.53,0.0
2276,8014,49,0,12.166666666666666,0,14.428571428571429,no,no,133.1,female,absent,married,yes,Graduate,3.693783068783069,0.0,2.26
2280,9003,28,9,13.058823529411764,6,12.307692307692308,no,no,130.0,female,present,single,yes,Graduate,3.523127199597788,0.75,0.0
2282,9254,21,0,11.833333333333334,0,10.0,no,yes,133.1,female,present,single,no,Dropout,3.0324074074074074,1.83,0.0
2283,9238,21,9,12.4,6,11.8,no,no,120.0,female,present,single,yes,Graduate,3.3611111111111116,0.6,0.0
2286,9991,40,0,11.0,0,13.4,no,no,120.0,female,absent,single,yes,Graduate,3.3888888888888884,0.0,2.4
2287,9254,22,0,13.625,0,14.428571428571429,yes,no,125.0,female,present,single,yes,Graduate,3.896329365079365,0.0,0.8
2291,9238,19,0,10.8,0,11.0,no,no,127.0,female,present,single,yes,Graduate,3.0277777777777777,0.0,0.2
2293,9773,19,0,12.833333333333334,0,13.333333333333334,no,no,127.0,female,present,single,yes,Graduate,3.6342592592592595,0.0,0.5
2295,9670,19,0,15.125,0,13.428571428571429,no,no,137.0,female,present,single,yes,Graduate,3.9657738095238098,1.7,0.0
2297,9238,22,0,11.4,0,11.0,no,no,136.0,female,present,single,yes,Graduate,3.1111111111111107,0.4,0.0
2309,9119,18,0,13.0,0,14.2,yes,no,130.0,female,present,single,yes,Graduate,3.7777777777777777,0.0,1.2
2310,9238,19,0,13.857142857142858,0,14.0,yes,no,160.0,female,present,single,yes,Graduate,3.869047619047619,0.0,0.14
2311,9500,18,0,13.391666666666666,0,12.4875,no,no,140.0,female,present,single,yes,Graduate,3.5943287037037037,0.9,0.0
2314,9238,19,0,12.166666666666666,0,12.166666666666666,no,no,133.1,female,present,single,yes,Graduate,3.3796296296296293,0.0,0.0
2315,9130,18,0,15.4,0,15.6,no,no,152.0,female,present,single,yes,Dropout,4.305555555555555,0.0,0.2
2319,9254,20,0,13.714285714285714,0,14.714285714285714,no,no,148.0,female,present,single,yes,Graduate,3.948412698412698,0.0,1.0
2324,9238,21,0,10.166666666666666,0,10.5,no,no,122.0,female,present,single,yes,Graduate,2.87037037037037,0.0,0.33
2332,9003,34,0,13.333333333333334,0,12.4,no,no,133.1,female,present,single,yes,Graduate,3.574074074074074,0.93,0.0
2334,9670,18,0,13.571428571428571,0,14.333333333333334,yes,no,137.0,female,present,single,yes,Graduate,3.875661375661376,0.0,0.76
2335,9070,19,0,12.833333333333334,0,11.166666666666666,yes,no,117.0,female,present,single,yes,Graduate,3.333333333333333,1.67,0.0
2342,9003,35,16,11.666666666666666,12,11.5,no,no,150.0,female,present,single,yes,Graduate,3.217592592592592,0.17,0.0
2344,9500,19,0,12.12142857142857,0,11.50625,no,no,130.0,female,present,single,yes,Graduate,3.2816220238095233,0.62,0.0
2345,9085,21,7,14.22222222222222,4,13.75,yes,no,150.0,female,present,single,yes,Graduate,3.885030864197531,0.47,0.0
2347,9119,20,0,12.166666666666666,0,15.285714285714286,no,no,108.0,female,present,single,yes,Graduate,3.812830687830688,0.0,3.12
2349,9254,44,0,12.666666666666666,0,11.5,no,no,120.0,female,present,married,yes,Graduate,3.356481481481481,1.17,0.0
2350,9500,19,0,13.614285714285714,0,13.614285714285714,no,no,146.0,female,present,single,yes,Graduate,3.7817460317460316,0.0,0.0
2351,9130,22,11,12.857142857142858,8,14.3,no,no,150.0,female,present,single,yes,Graduate,3.7718253968253967,0.0,1.44
2355,9670,18,0,13.625,0,14.285714285714286,no,no,122.0,female,present,single,yes,Graduate,3.876488095238095,0.0,0.66
2358,9003,31,0,15.125,0,14.6,no,no,140.0,female,present,single,yes,Graduate,4.128472222222222,0.53,0.0
2365,9773,19,0,13.833333333333334,0,14.5,no,no,125.0,female,present,single,yes,Graduate,3.9351851851851856,0.0,0.67
2367,9130,18,0,14.0,0,13.666666666666666,no,no,131.0,female,present,single,yes,Graduate,3.842592592592592,0.33,0.0
2379,9130,18,0,13.5,0,12.5,yes,no,133.0,female,present,single,yes,Graduate,3.611111111111111,1.0,0.0
2380,9254,19,0,12.666666666666666,0,12.857142857142858,yes,no,125.0,female,present,single,yes,Graduate,3.544973544973545,0.0,0.19
2381,9070,19,0,15.166666666666666,0,12.333333333333334,yes,no,127.0,female,present,single,yes,Graduate,3.819444444444444,2.83,0.0
2382,9119,27,4,13.166666666666666,2,15.142857142857142,no,no,130.0,female,present,single,yes,Dropout,3.931878306878307,0.0,1.98
2385,9070,21,0,14.5,0,11.333333333333334,no,no,140.0,female,present,single,yes,Graduate,3.5879629629629632,3.17,0.0
2391,9003,25,8,12.5,6,11.6,no,no,130.0,female,present,single,yes,Dropout,3.3472222222222223,0.9,0.0
2394,9147,18,0,12.75,0,11.5,yes,no,135.0,female,present,single,yes,Graduate,3.3680555555555554,1.25,0.0
2398,9773,19,0,14.428571428571429,0,14.571428571428571,no,no,131.0,female,present,single,yes,Graduate,4.027777777777778,0.0,0.14
2399,9500,19,0,12.492857142857144,0,11.7125,no,no,131.0,female,present,single,yes,Graduate,3.361855158730159,0.78,0.0
2401,9991,52,0,11.2,0,12.8,no,no,140.0,female,absent,married,yes,Graduate,3.333333333333333,0.0,1.6
2403,9500,19,0,15.885714285714286,0,15.885714285714286,no,no,130.0,female,present,single,yes,Graduate,4.412698412698413,0.0,0.0
2405,8014,35,0,14.0,0,14.166666666666666,no,no,150.0,female,absent,married,no,Graduate,3.9120370370370368,0.0,0.17
2414,9147,23,5,11.625,4,11.181818181818182,no,no,130.0,female,present,single,yes,Graduate,3.167613636363636,0.44,0.0
2417,9991,25,14,10.8,13,11.357142857142858,no,no,140.0,female,absent,single,yes,Graduate,3.0773809523809526,0.0,0.56
2418,171,22,5,12.545454545454543,4,12.666666666666666,yes,no,130.0,female,present,single,no,Graduate,3.5016835016835013,0.0,0.12
2422,9003,43,0,14.77777777777778,0,12.2,no,no,120.0,female,present,single,yes,Graduate,3.746913580246914,2.58,0.0
2427,9670,36,0,11.4,0,11.6,yes,no,100.0,female,present,married,yes,Graduate,3.194444444444444,0.0,0.2
2428,9003,29,3,11.666666666666666,2,10.857142857142858,no,no,133.1,female,present,single,yes,Dropout,3.1283068783068786,0.81,0.0
2429,9119,35,6,11.285714285714286,2,13.0,no,no,120.0,female,present,single,yes,Dropout,3.3730158730158726,0.0,1.71
2431,9991,24,0,16.0,0,16.0,yes,no,172.0,female,absent,single,yes,Graduate,4.444444444444445,0.0,0.0
2432,9773,18,0,12.5,0,12.666666666666666,yes,no,146.0,female,present,single,yes,Dropout,3.49537037037037,0.0,0.17
2435,9119,21,0,13.0,0,12.6,no,no,150.0,female,present,single,yes,Graduate,3.555555555555556,0.4,0.0
2436,9003,32,8,13.714285714285714,7,12.083333333333334,no,no,130.0,female,present,single,yes,Graduate,3.5830026455026456,1.63,0.0
2438,9003,32,11,12.727272727272728,10,12.7,no,no,130.0,female,present,single,no,Dropout,3.5315656565656566,0.03,0.0
2443,9003,32,0,18.875,6,17.692307692307693,no,no,110.0,female,present,married,yes,Graduate,5.078792735042735,1.18,0.0
2446,9991,44,3,13.5,0,16.2,no,no,150.0,female,absent,single,yes,Dropout,4.125,0.0,2.7
2449,9991,31,9,14.22222222222222,5,12.8,no,no,130.0,female,absent,single,yes,Dropout,3.7530864197530858,1.42,0.0
2455,9003,20,0,14.5,0,15.3,no,no,170.0,female,present,single,yes,Graduate,4.138888888888889,0.0,0.8
2456,9070,55,0,14.5,0,13.5,no,no,110.0,female,present,single,yes,Graduate,3.888888888888889,1.0,0.0
2459,9147,18,0,11.6,0,13.2,no,no,133.0,female,present,single,yes,Graduate,3.4444444444444438,0.0,1.6
2474,9773,20,0,14.333333333333334,0,15.0,no,no,133.1,female,present,single,yes,Graduate,4.074074074074074,0.0,0.67
2478,9500,18,0,12.444285714285714,0,11.347142857142858,no,no,128.0,female,present,single,yes,Graduate,3.304365079365079,1.1,0.0
2481,9070,22,1,12.666666666666666,1,12.4,yes,no,140.0,female,present,single,yes,Graduate,3.4814814814814814,0.27,0.0
2482,9991,33,0,13.2,0,14.833333333333334,no,no,120.0,female,absent,single,yes,Graduate,3.893518518518518,0.0,1.63
2483,9003,21,7,12.7,5,12.181818181818182,no,no,130.0,female,present,single,yes,Graduate,3.455808080808081,0.52,0.0
2484,9147,45,0,14.833333333333334,0,14.8,no,no,100.0,female,present,married,yes,Graduate,4.1157407407407405,0.03,0.0
2489,9254,20,0,14.714285714285714,0,12.5,yes,no,137.0,female,present,single,yes,Graduate,3.7797619047619047,2.21,0.0
2493,9003,31,0,15.0,0,12.5,no,no,133.1,female,present,married,yes,Graduate,3.819444444444444,2.5,0.0
2494,9773,19,0,12.666666666666666,0,14.0,yes,yes,142.0,female,present,single,yes,Graduate,3.7037037037037033,0.0,1.33
2495,9773,28,0,13.166666666666666,0,13.666666666666666,no,no,100.0,female,present,single,yes,Graduate,3.7268518518518516,0.0,0.5
2497,8014,43,0,13.0,0,12.5,no,no,110.0,male,absent,married,yes,Graduate,3.5416666666666665,0.5,0.0
2500,9085,20,2,13.333333333333334,1,13.375,no,no,150.0,male,present,single,yes,Graduate,3.709490740740741,0.0,0.04
2503,9500,34,0,12.513333333333334,0,13.071428571428571,yes,no,133.1,male,present,married,yes,Graduate,3.5534391534391534,0.0,0.56
2505,9500,18,0,13.585714285714284,0,13.585714285714284,yes,no,143.0,male,present,single,yes,Graduate,3.7738095238095233,0.0,0.0
2506,9130,18,0,11.155555555555557,0,11.425,no,no,123.0,male,present,single,yes,Graduate,3.1361882716049383,0.0,0.27
2507,8014,37,1,11.857142857142858,1,12.0,yes,no,120.0,female,absent,single,yes,Graduate,3.3134920634920633,0.0,0.14
2509,9070,26,9,14.0,7,13.615384615384617,no,no,114.0,female,present,single,yes,Graduate,3.8354700854700856,0.38,0.0
2512,9500,19,0,13.198571428571428,0,13.0625,no,no,136.0,male,present,single,yes,Graduate,3.6473710317460313,0.14,0.0
2513,9085,18,0,13.5,0,12.0,no,no,163.3,male,present,single,yes,Graduate,3.5416666666666665,1.5,0.0
2514,9670,19,0,13.333333333333334,0,12.8,no,no,126.0,male,present,single,yes,Dropout,3.6296296296296293,0.53,0.0
2517,9500,18,0,12.214285714285714,0,12.214285714285714,yes,no,139.0,male,present,single,yes,Graduate,3.3928571428571423,0.0,0.0
2518,9254,18,0,12.666666666666666,0,13.0,yes,no,142.0,male,present,single,yes,Graduate,3.5648148148148144,0.0,0.33
2519,9773,18,0,12.285714285714286,0,13.5,yes,no,133.1,male,present,single,yes,Graduate,3.581349206349206,0.0,1.21
2520,9254,18,0,13.0,0,13.0,yes,no,126.0,male,present,single,yes,Graduate,3.611111111111111,0.0,0.0
2521,9254,18,0,12.142857142857142,0,11.166666666666666,no,no,131.0,male,present,single,yes,Graduate,3.2374338624338623,0.98,0.0
2522,9500,19,0,13.875714285714285,0,13.085714285714284,yes,no,131.0,male,present,single,yes,Graduate,3.744642857142857,0.79,0.0
2526,9070,18,0,14.5,0,12.833333333333334,yes,no,143.0,male,present,single,yes,Dropout,3.7962962962962967,1.67,0.0
2527,9500,18,0,14.44142857142857,0,13.65625,yes,no,135.0,male,present,single,yes,Graduate,3.902455357142857,0.79,0.0
2528,9773,18,0,15.166666666666666,0,14.285714285714286,no,no,148.0,male,present,single,yes,Graduate,4.090608465608465,0.88,0.0
2530,9773,18,0,11.666666666666666,0,12.333333333333334,no,yes,122.0,male,present,single,yes,Graduate,3.333333333333333,0.0,0.67
2531,9003,20,0,12.625,0,13.2,yes,no,160.0,male,present,single,yes,Graduate,3.5868055555555554,0.0,0.57
2534,9238,19,0,11.857142857142858,0,13.142857142857142,yes,no,115.0,male,present,single,yes,Graduate,3.4722222222222223,0.0,1.29
2537,9670,19,0,14.714285714285714,0,15.833333333333334,no,no,130.0,male,present,single,yes,Graduate,4.242724867724868,0.0,1.12
2538,9670,20,0,13.5,0,13.0,no,yes,130.0,male,present,single,yes,Graduate,3.6805555555555554,0.5,0.0
2542,9130,18,0,13.428571428571429,0,14.75,yes,no,136.0,male,present,single,yes,Graduate,3.9136904761904763,0.0,1.32
2545,9773,18,0,16.0,0,14.333333333333334,no,no,153.0,male,present,single,yes,Graduate,4.212962962962963,1.67,0.0
2546,9238,20,0,13.833333333333334,0,11.833333333333334,no,no,135.0,male,present,single,yes,Graduate,3.564814814814815,2.0,0.0
2547,9500,19,0,13.2325,0,13.2325,no,no,146.0,male,present,single,yes,Graduate,3.6756944444444444,0.0,0.0
2548,9773,18,0,14.0,0,14.166666666666666,yes,no,130.0,female,present,single,yes,Graduate,3.9120370370370368,0.0,0.17
2550,8014,25,8,13.333333333333334,11,12.272727272727272,no,no,145.7,male,absent,single,yes,Graduate,3.5563973063973062,1.06,0.0
2552,8014,19,0,12.5,0,11.5,no,no,126.0,male,absent,single,yes,Graduate,3.333333333333333,1.0,0.0
2559,9773,18,0,14.0,0,13.5,no,no,156.0,male,present,single,yes,Dropout,3.819444444444444,0.5,0.0
2560,9853,18,0,13.5,0,12.6,no,no,141.0,male,present,single,yes,Graduate,3.625,0.9,0.0
2561,9500,18,0,13.07375,0,13.07375,no,no,143.0,male,present,single,yes,Graduate,3.631597222222222,0.0,0.0
2564,9254,20,0,14.0,0,13.333333333333334,yes,no,172.0,male,present,single,yes,Graduate,3.7962962962962967,0.67,0.0
2565,9238,21,0,12.333333333333334,0,13.428571428571429,no,no,140.0,female,present,single,yes,Graduate,3.578042328042328,0.0,1.1
2566,9500,18,0,13.464285714285714,0,14.788888888888888,yes,no,142.0,male,present,single,yes,Graduate,3.924052028218694,0.0,1.32
2569,9773,18,0,13.666666666666666,0,14.666666666666666,yes,no,148.0,male,present,single,yes,Graduate,3.935185185185185,0.0,1.0
2570,9500,18,0,14.4025,0,14.4025,no,yes,137.0,male,present,single,yes,Graduate,4.000694444444444,0.0,0.0
2571,9500,31,0,15.46875,0,16.3875,no,no,143.0,male,present,single,yes,Graduate,4.424479166666666,0.0,0.92
2572,9238,23,0,12.625,0,14.166666666666666,no,yes,133.1,male,present,single,yes,Graduate,3.7210648148148144,0.0,1.54
2573,9500,19,0,14.983333333333334,0,14.983333333333334,no,no,138.0,male,present,single,yes,Graduate,4.162037037037037,0.0,0.0
2574,9773,20,0,15.0,0,13.0,yes,no,138.0,male,present,single,yes,Graduate,3.888888888888889,2.0,0.0
2575,8014,40,5,15.88888888888889,3,14.142857142857142,no,no,150.0,male,absent,married,yes,Graduate,4.171075837742504,1.75,0.0
2578,9500,18,0,13.983333333333334,0,13.983333333333334,no,no,146.0,male,present,single,yes,Graduate,3.8842592592592595,0.0,0.0
2579,9238,18,0,13.0,0,12.833333333333334,no,no,148.0,male,present,single,yes,Graduate,3.5879629629629632,0.17,0.0
2580,9238,18,0,13.666666666666666,0,13.0,yes,no,145.0,male,present,single,yes,Graduate,3.7037037037037033,0.67,0.0
2582,9147,18,0,14.4,0,15.4,no,no,160.0,male,present,single,yes,Graduate,4.138888888888889,0.0,1.0
2584,9853,19,0,14.166666666666666,0,13.666666666666666,no,no,130.0,male,present,single,yes,Graduate,3.8657407407407405,0.5,0.0
2585,8014,19,0,12.2,0,12.0,no,no,120.0,male,absent,single,yes,Graduate,3.3611111111111107,0.2,0.0
2592,9147,21,4,10.88888888888889,3,11.615384615384617,no,no,130.0,male,present,single,yes,Graduate,3.125593542260209,0.0,0.73
2593,9130,26,0,12.166666666666666,0,11.675,no,no,120.0,male,present,single,yes,Dropout,3.3113425925925926,0.49,0.0
2595,9070,18,0,12.666666666666666,0,12.166666666666666,yes,no,135.0,male,present,single,yes,Graduate,3.449074074074074,0.5,0.0
2596,9070,21,0,11.4,0,12.2,no,yes,133.1,male,present,single,yes,Dropout,3.2777777777777777,0.0,0.8
2600,9853,19,0,13.5,0,12.8,yes,no,138.0,male,present,single,yes,Dropout,3.6527777777777777,0.7,0.0
2602,9238,19,0,12.285714285714286,0,12.833333333333334,no,no,126.0,male,present,single,yes,Graduate,3.488756613756614,0.0,0.55
2606,9085,22,2,14.2,0,12.2,no,no,134.0,male,present,single,yes,Graduate,3.6666666666666665,2.0,0.0
2607,9773,18,0,13.0,0,13.142857142857142,no,no,128.0,male,present,single,yes,Dropout,3.630952380952381,0.0,0.14
2610,9500,18,0,12.385714285714286,0,13.755555555555556,no,no,138.0,male,present,single,yes,Graduate,3.630731922398589,0.0,1.37
2612,9130,20,0,16.166666666666668,0,15.833333333333334,no,no,134.0,male,present,single,yes,Graduate,4.444444444444445,0.33,0.0
2617,9254,19,0,11.0,0,12.8,yes,no,118.0,male,present,single,yes,Graduate,3.3055555555555554,0.0,1.8
2618,9853,19,0,12.333333333333334,0,12.4,yes,no,150.0,male,present,single,yes,Dropout,3.435185185185185,0.0,0.07
2619,9238,21,3,14.833333333333334,2,12.571428571428571,yes,no,140.0,male,present,single,yes,Graduate,3.806216931216931,2.26,0.0
2621,9070,20,0,12.0,0,11.833333333333334,yes,no,110.0,male,present,single,yes,Graduate,3.3101851851851856,0.17,0.0
2622,8014,21,13,12.727272727272728,9,12.6,yes,yes,140.0,male,absent,single,yes,Graduate,3.5176767676767677,0.13,0.0
2624,9773,20,0,12.333333333333334,0,12.0,no,no,140.0,male,present,single,yes,Graduate,3.3796296296296298,0.33,0.0
2626,9500,18,0,14.842857142857143,0,14.38888888888889,no,no,148.0,female,present,single,yes,Graduate,4.059964726631393,0.45,0.0
2632,9500,22,0,12.55375,0,12.55375,no,no,130.0,female,present,single,yes,Graduate,3.4871527777777778,0.0,0.0
2633,9500,19,0,12.665714285714284,0,12.665714285714284,no,no,128.0,female,present,single,yes,Graduate,3.5182539682539677,0.0,0.0
2638,9147,18,0,13.4,0,12.2,no,no,127.0,female,present,single,yes,Graduate,3.555555555555556,1.2,0.0
2639,171,22,14,12.578947368421051,15,12.117647058823527,no,no,135.0,female,present,single,yes,Graduate,3.4300825593395246,0.46,0.0
2641,9773,20,0,12.0,0,11.5,yes,no,125.0,female,present,single,yes,Graduate,3.263888888888889,0.5,0.0
2644,9003,35,1,12.8,1,13.833333333333334,no,no,150.0,female,present,single,yes,Graduate,3.699074074074074,0.0,1.03
2649,9500,20,0,12.002,0,12.002,no,no,125.0,female,present,single,yes,Dropout,3.333888888888889,0.0,0.0
2652,9670,19,0,13.142857142857142,0,14.166666666666666,yes,no,110.0,female,present,single,yes,Graduate,3.792989417989418,0.0,1.02
2654,9500,19,0,13.867142857142856,0,13.867142857142856,no,no,124.0,female,present,single,yes,Graduate,3.8519841269841266,0.0,0.0
2655,9500,25,0,12.675,0,12.675,no,no,114.0,female,present,single,yes,Graduate,3.5208333333333335,0.0,0.0
2659,9254,19,0,11.0,0,12.2,yes,no,125.0,female,present,single,yes,Dropout,3.222222222222222,0.0,1.2
2661,9773,57,0,14.2,0,14.166666666666666,no,no,100.0,female,present,married,yes,Graduate,3.939814814814815,0.03,0.0
2664,9991,45,0,14.0,0,14.166666666666666,no,no,120.0,female,absent,married,yes,Graduate,3.9120370370370368,0.0,0.17
2666,9070,19,0,13.833333333333334,0,13.125,no,no,144.0,female,present,single,yes,Graduate,3.7442129629629632,0.71,0.0
2671,9991,43,0,13.8,0,13.666666666666666,no,no,120.0,female,absent,married,yes,Graduate,3.814814814814815,0.13,0.0
2677,9991,31,1,13.833333333333334,0,15.4,no,no,130.0,female,absent,single,yes,Graduate,4.060185185185185,0.0,1.57
2679,9991,34,0,15.8,0,16.8,no,no,150.0,female,absent,single,yes,Graduate,4.527777777777778,0.0,1.0
2680,9500,30,11,12.52608695652174,11,12.52608695652174,no,no,100.0,female,present,married,yes,Graduate,3.4794685990338166,0.0,0.0
2693,9003,18,0,16.0,0,15.166666666666666,no,no,140.0,female,present,single,yes,Graduate,4.328703703703703,0.83,0.0
2694,9773,18,0,12.666666666666666,0,11.5,yes,no,140.0,female,present,single,yes,Graduate,3.356481481481481,1.17,0.0
2698,9070,20,2,12.6,5,12.75,no,no,123.9,female,present,single,yes,Dropout,3.5208333333333335,0.0,0.15
2699,9500,18,0,13.4,0,13.4,no,no,157.0,female,present,single,yes,Graduate,3.7222222222222223,0.0,0.0
2708,9070,18,0,12.666666666666666,0,14.125,no,no,157.0,male,present,single,yes,Graduate,3.7210648148148144,0.0,1.46
2710,9254,22,0,14.0,0,15.666666666666666,no,no,116.0,male,present,single,yes,Graduate,4.12037037037037,0.0,1.67
2713,9130,21,0,12.0,0,12.8,no,no,150.0,male,present,single,yes,Graduate,3.4444444444444446,0.0,0.8
2714,9085,30,0,16.428571428571427,0,16.666666666666668,no,yes,110.0,male,present,single,yes,Dropout,4.5965608465608465,0.0,0.24
2715,9500,21,0,13.336000000000002,0,13.207142857142856,yes,no,101.0,male,present,single,yes,Graduate,3.686547619047619,0.13,0.0
2717,9670,21,2,14.666666666666666,1,14.0,no,no,133.1,male,present,single,yes,Graduate,3.981481481481481,0.67,0.0
2718,9500,18,0,14.115714285714288,0,14.115714285714288,no,no,138.0,male,present,single,yes,Graduate,3.9210317460317468,0.0,0.0
2719,9085,19,0,14.857142857142858,0,13.11111111111111,yes,no,138.0,male,present,single,yes,Graduate,3.884479717813051,1.75,0.0
2720,9085,18,0,13.833333333333334,0,13.714285714285714,yes,no,141.0,male,present,single,yes,Graduate,3.826058201058201,0.12,0.0
2724,9500,24,0,12.415,0,12.415,yes,no,100.0,male,present,single,yes,Graduate,3.4486111111111106,0.0,0.0
2726,9085,23,1,14.428571428571429,1,13.428571428571429,no,no,150.0,male,present,single,yes,Graduate,3.869047619047619,1.0,0.0
2727,9500,18,0,14.312857142857142,0,14.312857142857142,yes,no,129.0,male,present,single,yes,Graduate,3.9757936507936504,0.0,0.0
2730,9238,18,0,13.833333333333334,0,13.714285714285714,no,no,133.0,male,present,single,yes,Graduate,3.826058201058201,0.12,0.0
2731,9238,20,0,12.166666666666666,0,12.142857142857142,no,no,107.0,male,present,single,yes,Graduate,3.376322751322751,0.02,0.0
2734,9773,22,0,13.2,0,13.6,yes,no,136.0,male,present,single,yes,Graduate,3.722222222222222,0.0,0.4
2735,9500,20,0,15.4,0,15.4,no,yes,125.0,male,present,single,yes,Graduate,4.277777777777778,0.0,0.0
2736,9500,19,0,13.385714285714286,0,15.925,yes,no,137.0,male,present,single,yes,Graduate,4.0709325396825395,0.0,2.54
2738,9147,18,0,11.333333333333334,0,12.0,no,no,146.0,male,present,single,yes,Graduate,3.240740740740741,0.0,0.67
2740,9070,19,0,14.166666666666666,0,12.375,yes,no,126.0,male,present,single,yes,Graduate,3.686342592592592,1.79,0.0
2741,8014,24,0,12.833333333333334,0,12.0,no,no,141.0,male,absent,single,yes,Graduate,3.4490740740740744,0.83,0.0
2742,9238,21,0,13.333333333333334,0,14.5,no,no,141.0,male,present,single,yes,Graduate,3.865740740740741,0.0,1.17
2743,9238,20,0,13.666666666666666,0,14.571428571428571,yes,no,133.1,male,present,single,yes,Graduate,3.9219576719576716,0.0,0.9
2744,9254,28,0,10.833333333333334,0,11.0,yes,yes,133.1,male,present,single,no,Dropout,3.0324074074074074,0.0,0.17
2745,9853,21,0,13.428571428571429,0,13.142857142857142,no,no,127.0,male,present,single,yes,Graduate,3.6904761904761902,0.29,0.0
2751,9670,25,0,14.142857142857142,0,13.5,yes,no,170.0,female,present,single,yes,Graduate,3.839285714285714,0.64,0.0
2753,9991,32,5,13.8,5,12.8,yes,no,120.0,female,absent,single,yes,Graduate,3.6944444444444446,1.0,0.0
